id,eventId,abbreviation,startDateTime
1996-16-R,1996-16,R,1996-10-13T00:00:00Z
1997-01-R,1997-01,R,1997-03-09T00:00:00Z
1997-02-R,1997-02,R,1997-03-30T00:00:00Z
1997-03-R,1997-03,R,1997-04-13T00:00:00Z
1997-04-R,1997-04,R,1997-04-27T00:00:00Z
1997-05-R,1997-05,R,1997-05-11T00:00:00Z
1997-06-R,1997-06,R,1997-05-25T00:00:00Z
1997-07-R,1997-07,R,1997-06-15T00:00:00Z
1997-08-R,1997-08,R,1997-06-29T00:00:00Z
1997-09-R,1997-09,R,1997-07-13T00:00:00Z
1997-10-R,1997-10,R,1997-07-27T00:00:00Z
1997-11-R,1997-11,R,1997-08-10T00:00:00Z
1997-12-R,1997-12,R,1997-08-24T00:00:00Z
1997-13-R,1997-13,R,1997-09-07T00:00:00Z
1997-14-R,1997-14,R,1997-09-21T00:00:00Z
1997-15-R,1997-15,R,1997-09-28T00:00:00Z
1997-16-R,1997-16,R,1997-10-12T00:00:00Z
1997-17-R,1997-17,R,1997-10-26T00:00:00Z
1998-01-R,1998-01,R,1998-03-08T00:00:00Z
1998-02-R,1998-02,R,1998-03-29T00:00:00Z
1998-03-R,1998-03,R,1998-04-12T00:00:00Z
1998-04-R,1998-04,R,1998-04-26T00:00:00Z
1998-05-R,1998-05,R,1998-05-10T00:00:00Z
1998-06-R,1998-06,R,1998-05-24T00:00:00Z
1998-07-R,1998-07,R,1998-06-07T00:00:00Z
1998-08-R,1998-08,R,1998-06-28T00:00:00Z
1998-09-R,1998-09,R,1998-07-12T00:00:00Z
1998-10-R,1998-10,R,1998-07-26T00:00:00Z
1998-11-R,1998-11,R,1998-08-02T00:00:00Z
1998-12-R,1998-12,R,1998-08-16T00:00:00Z
1998-13-R,1998-13,R,1998-08-30T00:00:00Z
1998-14-R,1998-14,R,1998-09-13T00:00:00Z
1998-15-R,1998-15,R,1998-09-27T00:00:00Z
1998-16-R,1998-16,R,1998-11-01T00:00:00Z
1999-01-R,1999-01,R,1999-03-07T00:00:00Z
1999-02-R,1999-02,R,1999-04-11T00:00:00Z
1999-03-R,1999-03,R,1999-05-02T00:00:00Z
1999-04-R,1999-04,R,1999-05-16T00:00:00Z
1999-05-R,1999-05,R,1999-05-30T00:00:00Z
1999-06-R,1999-06,R,1999-06-13T00:00:00Z
1999-07-R,1999-07,R,1999-06-27T00:00:00Z
1999-08-R,1999-08,R,1999-07-11T00:00:00Z
1999-09-R,1999-09,R,1999-07-25T00:00:00Z
1999-10-R,1999-10,R,1999-08-01T00:00:00Z
1999-11-R,1999-11,R,1999-08-15T00:00:00Z
1999-12-R,1999-12,R,1999-08-29T00:00:00Z
1999-13-R,1999-13,R,1999-09-12T00:00:00Z
1999-14-R,1999-14,R,1999-09-26T00:00:00Z
1999-15-R,1999-15,R,1999-10-17T00:00:00Z
1999-16-R,1999-16,R,1999-10-31T00:00:00Z
2000-01-R,2000-01,R,2000-03-12T00:00:00Z
2000-02-R,2000-02,R,2000-03-26T00:00:00Z
2000-03-R,2000-03,R,2000-04-09T00:00:00Z
2000-04-R,2000-04,R,2000-04-23T00:00:00Z
2000-05-R,2000-05,R,2000-05-07T00:00:00Z
2000-06-R,2000-06,R,2000-05-21T00:00:00Z
2000-07-R,2000-07,R,2000-06-04T00:00:00Z
2000-08-R,2000-08,R,2000-06-18T00:00:00Z
2000-09-R,2000-09,R,2000-07-02T00:00:00Z
2000-10-R,2000-10,R,2000-07-16T00:00:00Z
2000-11-R,2000-11,R,2000-07-30T00:00:00Z
2000-12-R,2000-12,R,2000-08-13T00:00:00Z
2000-13-R,2000-13,R,2000-08-27T00:00:00Z
2000-14-R,2000-14,R,2000-09-10T00:00:00Z
2000-15-R,2000-15,R,2000-09-24T00:00:00Z
2000-16-R,2000-16,R,2000-10-08T00:00:00Z
2000-17-R,2000-17,R,2000-10-22T00:00:00Z
2001-01-R,2001-01,R,2001-03-04T00:00:00Z
2001-02-R,2001-02,R,2001-03-18T00:00:00Z
2001-03-R,2001-03,R,2001-04-01T00:00:00Z
2001-04-R,2001-04,R,2001-04-15T00:00:00Z
2001-05-R,2001-05,R,2001-04-29T00:00:00Z
2001-06-R,2001-06,R,2001-05-13T00:00:00Z
2001-07-R,2001-07,R,2001-05-27T00:00:00Z
2001-08-R,2001-08,R,2001-06-10T00:00:00Z
2001-09-R,2001-09,R,2001-06-24T00:00:00Z
2001-10-R,2001-10,R,2001-07-01T00:00:00Z
2001-11-R,2001-11,R,2001-07-15T00:00:00Z
2001-12-R,2001-12,R,2001-07-29T00:00:00Z
2001-13-R,2001-13,R,2001-08-19T00:00:00Z
2001-14-R,2001-14,R,2001-09-02T00:00:00Z
2001-15-R,2001-15,R,2001-09-16T00:00:00Z
2001-16-R,2001-16,R,2001-09-30T00:00:00Z
2001-17-R,2001-17,R,2001-10-14T00:00:00Z
2002-01-R,2002-01,R,2002-03-03T00:00:00Z
2002-02-R,2002-02,R,2002-03-17T00:00:00Z
2002-03-R,2002-03,R,2002-03-31T00:00:00Z
2002-04-R,2002-04,R,2002-04-14T00:00:00Z
2002-05-R,2002-05,R,2002-04-28T00:00:00Z
2002-06-R,2002-06,R,2002-05-12T00:00:00Z
2002-07-R,2002-07,R,2002-05-26T00:00:00Z
2002-08-R,2002-08,R,2002-06-09T00:00:00Z
2002-09-R,2002-09,R,2002-06-23T00:00:00Z
2002-10-R,2002-10,R,2002-07-07T00:00:00Z
2002-11-R,2002-11,R,2002-07-21T00:00:00Z
2002-12-R,2002-12,R,2002-07-28T00:00:00Z
2002-13-R,2002-13,R,2002-08-18T00:00:00Z
2002-14-R,2002-14,R,2002-09-01T00:00:00Z
2002-15-R,2002-15,R,2002-09-15T00:00:00Z
2002-16-R,2002-16,R,2002-09-29T00:00:00Z
2002-17-R,2002-17,R,2002-10-13T00:00:00Z
2003-01-R,2003-01,R,2003-03-09T00:00:00Z
2003-02-R,2003-02,R,2003-03-23T00:00:00Z
2003-03-R,2003-03,R,2003-04-06T00:00:00Z
2003-04-R,2003-04,R,2003-04-20T00:00:00Z
2003-05-R,2003-05,R,2003-05-04T00:00:00Z
2003-06-R,2003-06,R,2003-05-18T00:00:00Z
2003-07-R,2003-07,R,2003-06-01T00:00:00Z
2003-08-R,2003-08,R,2003-06-15T00:00:00Z
2003-09-R,2003-09,R,2003-06-29T00:00:00Z
2003-10-R,2003-10,R,2003-07-06T00:00:00Z
2003-11-R,2003-11,R,2003-07-20T00:00:00Z
2003-12-R,2003-12,R,2003-08-03T00:00:00Z
2003-13-R,2003-13,R,2003-08-24T00:00:00Z
2003-14-R,2003-14,R,2003-09-14T00:00:00Z
2003-15-R,2003-15,R,2003-09-28T00:00:00Z
2003-16-R,2003-16,R,2003-10-12T00:00:00Z
2004-01-R,2004-01,R,2004-03-07T00:00:00Z
2004-02-R,2004-02,R,2004-03-21T00:00:00Z
2004-03-R,2004-03,R,2004-04-04T00:00:00Z
2004-04-R,2004-04,R,2004-04-25T00:00:00Z
2004-05-R,2004-05,R,2004-05-09T00:00:00Z
2004-06-R,2004-06,R,2004-05-23T00:00:00Z
2004-07-R,2004-07,R,2004-05-30T00:00:00Z
2004-08-R,2004-08,R,2004-06-13T00:00:00Z
2004-09-R,2004-09,R,2004-06-20T00:00:00Z
2004-10-R,2004-10,R,2004-07-04T00:00:00Z
2004-11-R,2004-11,R,2004-07-11T00:00:00Z
2004-12-R,2004-12,R,2004-07-25T00:00:00Z
2004-13-R,2004-13,R,2004-08-15T00:00:00Z
2004-14-R,2004-14,R,2004-08-29T00:00:00Z
2004-15-R,2004-15,R,2004-09-12T00:00:00Z
2004-16-R,2004-16,R,2004-09-26T00:00:00Z
2004-17-R,2004-17,R,2004-10-10T00:00:00Z
2004-18-R,2004-18,R,2004-10-24T00:00:00Z
2005-01-R,2005-01,R,2005-03-06T00:00:00Z
2005-02-R,2005-02,R,2005-03-20T00:00:00Z
2005-03-R,2005-03,R,2005-04-03T00:00:00Z
2005-04-R,2005-04,R,2005-04-24T00:00:00Z
2005-05-R,2005-05,R,2005-05-08T00:00:00Z
2005-06-R,2005-06,R,2005-05-22T00:00:00Z
2005-07-R,2005-07,R,2005-05-29T00:00:00Z
2005-08-R,2005-08,R,2005-06-12T00:00:00Z
2005-09-R,2005-09,R,2005-06-19T00:00:00Z
2005-10-R,2005-10,R,2005-07-03T00:00:00Z
2005-11-R,2005-11,R,2005-07-10T00:00:00Z
2005-12-R,2005-12,R,2005-07-24T00:00:00Z
2005-13-R,2005-13,R,2005-07-31T00:00:00Z
2005-14-R,2005-14,R,2005-08-21T00:00:00Z
2005-15-R,2005-15,R,2005-09-04T00:00:00Z
2005-16-R,2005-16,R,2005-09-11T00:00:00Z
2005-17-R,2005-17,R,2005-09-25T00:00:00Z
2005-18-R,2005-18,R,2005-10-09T00:00:00Z
2005-19-R,2005-19,R,2005-10-16T00:00:00Z
2006-01-R,2006-01,R,2006-03-12T00:00:00Z
2006-02-R,2006-02,R,2006-03-19T00:00:00Z
2006-03-R,2006-03,R,2006-04-02T00:00:00Z
2006-04-R,2006-04,R,2006-04-23T00:00:00Z
2006-05-R,2006-05,R,2006-05-07T00:00:00Z
2006-06-R,2006-06,R,2006-05-14T00:00:00Z
2006-07-R,2006-07,R,2006-05-28T00:00:00Z
2006-08-R,2006-08,R,2006-06-11T00:00:00Z
2006-09-R,2006-09,R,2006-06-25T00:00:00Z
2006-10-R,2006-10,R,2006-07-02T00:00:00Z
2006-11-R,2006-11,R,2006-07-16T00:00:00Z
2006-12-R,2006-12,R,2006-07-30T00:00:00Z
2006-13-R,2006-13,R,2006-08-06T00:00:00Z
2006-14-R,2006-14,R,2006-08-27T00:00:00Z
2006-15-R,2006-15,R,2006-09-10T00:00:00Z
2006-16-R,2006-16,R,2006-10-01T00:00:00Z
2006-17-R,2006-17,R,2006-10-08T00:00:00Z
2006-18-R,2006-18,R,2006-10-22T00:00:00Z
2007-01-R,2007-01,R,2007-03-18T00:00:00Z
2007-02-R,2007-02,R,2007-04-08T00:00:00Z
2007-03-R,2007-03,R,2007-04-15T00:00:00Z
2007-04-R,2007-04,R,2007-05-13T00:00:00Z
2007-05-R,2007-05,R,2007-05-27T00:00:00Z
2007-06-R,2007-06,R,2007-06-10T00:00:00Z
2007-07-R,2007-07,R,2007-06-17T00:00:00Z
2007-08-R,2007-08,R,2007-07-01T00:00:00Z
2007-09-R,2007-09,R,2007-07-08T00:00:00Z
2007-10-R,2007-10,R,2007-07-22T00:00:00Z
2007-11-R,2007-11,R,2007-08-05T00:00:00Z
2007-12-R,2007-12,R,2007-08-26T00:00:00Z
2007-13-R,2007-13,R,2007-09-09T00:00:00Z
2007-14-R,2007-14,R,2007-09-16T00:00:00Z
2007-15-R,2007-15,R,2007-09-30T00:00:00Z
2007-16-R,2007-16,R,2007-10-07T00:00:00Z
2007-17-R,2007-17,R,2007-10-21T00:00:00Z
2008-01-R,2008-01,R,2008-03-16T00:00:00Z
2008-02-R,2008-02,R,2008-03-23T00:00:00Z
2008-03-R,2008-03,R,2008-04-06T00:00:00Z
2008-04-R,2008-04,R,2008-04-27T00:00:00Z
2008-05-R,2008-05,R,2008-05-11T00:00:00Z
2008-06-R,2008-06,R,2008-05-25T00:00:00Z
2008-07-R,2008-07,R,2008-06-08T00:00:00Z
2008-08-R,2008-08,R,2008-06-22T00:00:00Z
2008-09-R,2008-09,R,2008-07-06T00:00:00Z
2008-10-R,2008-10,R,2008-07-20T00:00:00Z
2008-11-R,2008-11,R,2008-08-03T00:00:00Z
2008-12-R,2008-12,R,2008-08-24T00:00:00Z
2008-13-R,2008-13,R,2008-09-07T00:00:00Z
2008-14-R,2008-14,R,2008-09-14T00:00:00Z
2008-15-R,2008-15,R,2008-09-28T00:00:00Z
2008-16-R,2008-16,R,2008-10-12T00:00:00Z
2008-17-R,2008-17,R,2008-10-19T00:00:00Z
2008-18-R,2008-18,R,2008-11-02T00:00:00Z
2009-01-R,2009-01,R,2009-03-29T00:00:00Z
2009-02-R,2009-02,R,2009-04-05T00:00:00Z
2009-03-R,2009-03,R,2009-04-19T00:00:00Z
2009-04-R,2009-04,R,2009-04-26T00:00:00Z
2009-05-R,2009-05,R,2009-05-10T00:00:00Z
2009-06-R,2009-06,R,2009-05-24T00:00:00Z
2009-07-R,2009-07,R,2009-06-07T00:00:00Z
2009-08-R,2009-08,R,2009-06-21T00:00:00Z
2009-09-R,2009-09,R,2009-07-12T00:00:00Z
2009-10-R,2009-10,R,2009-07-26T00:00:00Z
2009-11-R,2009-11,R,2009-08-23T00:00:00Z
2009-12-R,2009-12,R,2009-08-30T00:00:00Z
2009-13-R,2009-13,R,2009-09-13T00:00:00Z
2009-14-R,2009-14,R,2009-09-27T00:00:00Z
2009-15-R,2009-15,R,2009-10-04T00:00:00Z
2009-16-R,2009-16,R,2009-10-18T00:00:00Z
2009-17-R,2009-17,R,2009-11-01T00:00:00Z
2010-01-R,2010-01,R,2010-03-14T00:00:00Z
2010-02-R,2010-02,R,2010-03-28T00:00:00Z
2010-03-R,2010-03,R,2010-04-04T00:00:00Z
2010-04-R,2010-04,R,2010-04-18T00:00:00Z
2010-05-R,2010-05,R,2010-05-09T00:00:00Z
2010-06-R,2010-06,R,2010-05-16T00:00:00Z
2010-07-R,2010-07,R,2010-05-30T00:00:00Z
2010-08-R,2010-08,R,2010-06-13T00:00:00Z
2010-09-R,2010-09,R,2010-06-27T00:00:00Z
2010-10-R,2010-10,R,2010-07-11T00:00:00Z
2010-11-R,2010-11,R,2010-07-25T00:00:00Z
2010-12-R,2010-12,R,2010-08-01T00:00:00Z
2010-13-R,2010-13,R,2010-08-29T00:00:00Z
2010-14-R,2010-14,R,2010-09-12T00:00:00Z
2010-15-R,2010-15,R,2010-09-26T00:00:00Z
2010-16-R,2010-16,R,2010-10-10T00:00:00Z
2010-17-R,2010-17,R,2010-10-24T00:00:00Z
2010-18-R,2010-18,R,2010-11-07T00:00:00Z
2010-19-R,2010-19,R,2010-11-14T00:00:00Z
2011-01-R,2011-01,R,2011-03-27T00:00:00Z
2011-02-R,2011-02,R,2011-04-10T00:00:00Z
2011-03-R,2011-03,R,2011-04-17T00:00:00Z
2011-04-R,2011-04,R,2011-05-08T00:00:00Z
2011-05-R,2011-05,R,2011-05-22T00:00:00Z
2011-06-R,2011-06,R,2011-05-29T00:00:00Z
2011-07-R,2011-07,R,2011-06-12T00:00:00Z
2011-08-R,2011-08,R,2011-06-26T00:00:00Z
2011-09-R,2011-09,R,2011-07-10T00:00:00Z
2011-10-R,2011-10,R,2011-07-24T00:00:00Z
2011-11-R,2011-11,R,2011-07-31T00:00:00Z
2011-12-R,2011-12,R,2011-08-28T00:00:00Z
2011-13-R,2011-13,R,2011-09-11T00:00:00Z
2011-14-R,2011-14,R,2011-09-25T00:00:00Z
2011-15-R,2011-15,R,2011-10-09T00:00:00Z
2011-16-R,2011-16,R,2011-10-16T00:00:00Z
2011-17-R,2011-17,R,2011-10-30T00:00:00Z
2011-18-R,2011-18,R,2011-11-13T00:00:00Z
2011-19-R,2011-19,R,2011-11-27T00:00:00Z
2012-01-R,2012-01,R,2012-03-18T00:00:00Z
2012-02-R,2012-02,R,2012-03-25T00:00:00Z
2012-03-R,2012-03,R,2012-04-15T00:00:00Z
2012-04-R,2012-04,R,2012-04-22T00:00:00Z
2012-05-R,2012-05,R,2012-05-13T00:00:00Z
2012-06-R,2012-06,R,2012-05-27T00:00:00Z
2012-07-R,2012-07,R,2012-06-10T00:00:00Z
2012-08-R,2012-08,R,2012-06-24T00:00:00Z
2012-09-R,2012-09,R,2012-07-08T00:00:00Z
2012-10-R,2012-10,R,2012-07-22T00:00:00Z
2012-11-R,2012-11,R,2012-07-29T00:00:00Z
2012-12-R,2012-12,R,2012-09-02T00:00:00Z
2012-13-R,2012-13,R,2012-09-09T00:00:00Z
2012-14-R,2012-14,R,2012-09-23T00:00:00Z
2012-15-R,2012-15,R,2012-10-07T00:00:00Z
2012-16-R,2012-16,R,2012-10-14T00:00:00Z
2012-17-R,2012-17,R,2012-10-28T00:00:00Z
2012-18-R,2012-18,R,2012-11-04T00:00:00Z
2012-19-R,2012-19,R,2012-11-18T00:00:00Z
2012-20-R,2012-20,R,2012-11-25T00:00:00Z
2013-01-R,2013-01,R,2013-03-17T00:00:00Z
2013-02-R,2013-02,R,2013-03-24T00:00:00Z
2013-03-R,2013-03,R,2013-04-14T00:00:00Z
2013-04-R,2013-04,R,2013-04-21T00:00:00Z
2013-05-R,2013-05,R,2013-05-12T00:00:00Z
2013-06-R,2013-06,R,2013-05-26T00:00:00Z
2013-07-R,2013-07,R,2013-06-09T00:00:00Z
2013-08-R,2013-08,R,2013-06-30T00:00:00Z
2013-09-R,2013-09,R,2013-07-07T00:00:00Z
2013-10-R,2013-10,R,2013-07-28T00:00:00Z
2013-11-R,2013-11,R,2013-08-25T00:00:00Z
2013-12-R,2013-12,R,2013-09-08T00:00:00Z
2013-13-R,2013-13,R,2013-09-22T00:00:00Z
2013-14-R,2013-14,R,2013-10-06T00:00:00Z
2013-15-R,2013-15,R,2013-10-13T00:00:00Z
2013-16-R,2013-16,R,2013-10-27T00:00:00Z
2013-17-R,2013-17,R,2013-11-03T00:00:00Z
2013-18-R,2013-18,R,2013-11-17T00:00:00Z
2013-19-R,2013-19,R,2013-11-24T00:00:00Z
2014-01-R,2014-01,R,2014-03-16T00:00:00Z
2014-02-R,2014-02,R,2014-03-30T00:00:00Z
2014-03-R,2014-03,R,2014-06-04T00:00:00Z
2014-04-R,2014-04,R,2014-04-20T00:00:00Z
2014-05-R,2014-05,R,2014-05-11T00:00:00Z
2014-06-R,2014-06,R,2014-05-25T00:00:00Z
2014-07-R,2014-07,R,2014-06-08T00:00:00Z
2014-08-R,2014-08,R,2014-06-22T00:00:00Z
2014-09-R,2014-09,R,2014-07-06T00:00:00Z
2014-10-R,2014-10,R,2014-07-20T00:00:00Z
2014-11-R,2014-11,R,2014-07-27T00:00:00Z
2014-12-R,2014-12,R,2014-08-24T00:00:00Z
2014-13-R,2014-13,R,2014-09-07T00:00:00Z
2014-14-R,2014-14,R,2014-09-21T00:00:00Z
2014-15-R,2014-15,R,2014-10-05T00:00:00Z
2014-16-R,2014-16,R,2014-10-21T00:00:00Z
2014-17-R,2014-17,R,2014-11-02T00:00:00Z
2014-18-R,2014-18,R,2014-11-09T00:00:00Z
2014-19-R,2014-19,R,2014-11-23T00:00:00Z
2015-01-R,2015-01,R,2015-03-15T00:00:00Z
2015-02-R,2015-02,R,2015-03-29T00:00:00Z
2015-03-R,2015-03,R,2015-04-12T00:00:00Z
2015-04-R,2015-04,R,2015-04-19T00:00:00Z
2015-05-R,2015-05,R,2015-05-10T00:00:00Z
2015-06-R,2015-06,R,2015-05-24T00:00:00Z
2015-07-R,2015-07,R,2015-06-07T00:00:00Z
2015-08-R,2015-08,R,2015-06-21T00:00:00Z
2015-09-R,2015-09,R,2015-07-05T00:00:00Z
2015-10-R,2015-10,R,2015-07-26T00:00:00Z
2015-11-R,2015-11,R,2015-08-23T00:00:00Z
2015-12-R,2015-12,R,2015-09-06T00:00:00Z
2015-13-R,2015-13,R,2015-09-20T00:00:00Z
2015-14-R,2015-14,R,2015-09-27T00:00:00Z
2015-15-R,2015-15,R,2015-10-11T00:00:00Z
2015-16-R,2015-16,R,2015-10-25T00:00:00Z
2015-17-R,2015-17,R,2015-11-01T00:00:00Z
2015-18-R,2015-18,R,2015-11-15T00:00:00Z
2015-19-R,2015-19,R,2015-11-29T00:00:00Z
2016-01-R,2016-01,R,2016-03-20T00:00:00Z
2016-02-R,2016-02,R,2016-04-03T00:00:00Z
2016-03-R,2016-03,R,2016-04-17T00:00:00Z
2016-04-R,2016-04,R,2016-05-01T00:00:00Z
2016-05-R,2016-05,R,2016-05-15T00:00:00Z
2016-06-R,2016-06,R,2016-05-29T00:00:00Z
2016-07-R,2016-07,R,2016-06-12T00:00:00Z
2016-08-R,2016-08,R,2016-06-19T00:00:00Z
2016-09-R,2016-09,R,2016-07-03T00:00:00Z
2016-10-R,2016-10,R,2016-07-10T00:00:00Z
2016-11-R,2016-11,R,2016-07-24T00:00:00Z
2016-12-R,2016-12,R,2016-07-31T00:00:00Z
2016-13-R,2016-13,R,2016-08-28T00:00:00Z
2016-14-R,2016-14,R,2016-09-04T00:00:00Z
2016-15-R,2016-15,R,2016-09-18T00:00:00Z
2016-16-R,2016-16,R,2016-10-02T00:00:00Z
2016-17-R,2016-17,R,2016-10-09T00:00:00Z
2016-18-R,2016-18,R,2016-10-23T00:00:00Z
2016-19-R,2016-19,R,2016-10-30T00:00:00Z
2016-20-R,2016-20,R,2016-11-13T00:00:00Z
2016-21-R,2016-21,R,2016-11-27T00:00:00Z
2017-01-R,2017-01,R,2017-03-26T00:00:00Z
2017-02-R,2017-02,R,2017-04-09T00:00:00Z
2017-03-R,2017-03,R,2017-04-16T00:00:00Z
2017-04-R,2017-04,R,2017-04-30T00:00:00Z
2017-05-R,2017-05,R,2017-05-14T00:00:00Z
2017-06-R,2017-06,R,2017-05-28T00:00:00Z
2017-07-R,2017-07,R,2017-06-11T00:00:00Z
2017-08-R,2017-08,R,2017-06-25T00:00:00Z
2017-09-R,2017-09,R,2017-07-09T00:00:00Z
2017-10-R,2017-10,R,2017-07-16T00:00:00Z
2017-11-R,2017-11,R,2017-07-30T00:00:00Z
2017-12-R,2017-12,R,2017-08-27T00:00:00Z
2017-13-R,2017-13,R,2017-09-03T00:00:00Z
2017-14-R,2017-14,R,2017-09-17T00:00:00Z
2017-15-R,2017-15,R,2017-10-01T00:00:00Z
2017-16-R,2017-16,R,2017-10-08T00:00:00Z
2017-17-R,2017-17,R,2017-10-22T00:00:00Z
2017-18-R,2017-18,R,2017-10-29T00:00:00Z
2017-19-R,2017-19,R,2017-11-12T00:00:00Z
2017-20-R,2017-20,R,2017-11-26T00:00:00Z
2018-01-R,2018-01,R,2018-03-25T00:00:00Z
2018-02-R,2018-02,R,2018-04-08T00:00:00Z
2018-03-R,2018-03,R,2018-04-15T00:00:00Z
2018-04-R,2018-04,R,2018-04-29T00:00:00Z
2018-05-R,2018-05,R,2018-05-13T00:00:00Z
2018-06-R,2018-06,R,2018-05-27T00:00:00Z
2018-07-R,2018-07,R,2018-06-10T00:00:00Z
2018-08-R,2018-08,R,2018-06-24T00:00:00Z
2018-09-R,2018-09,R,2018-07-01T00:00:00Z
2018-10-R,2018-10,R,2018-07-08T00:00:00Z
2018-11-R,2018-11,R,2018-07-22T00:00:00Z
2018-12-R,2018-12,R,2018-07-29T00:00:00Z
2018-13-R,2018-13,R,2018-08-26T00:00:00Z
2018-14-R,2018-14,R,2018-09-02T00:00:00Z
2018-15-R,2018-15,R,2018-09-16T00:00:00Z
2018-16-R,2018-16,R,2018-09-30T00:00:00Z
2018-17-R,2018-17,R,2018-10-07T00:00:00Z
2018-18-R,2018-18,R,2018-10-21T00:00:00Z
2018-19-R,2018-19,R,2018-10-28T00:00:00Z
2018-20-R,2018-20,R,2018-11-11T00:00:00Z
2018-21-R,2018-21,R,2018-11-25T00:00:00Z
2019-01-R,2019-01,R,2019-03-17T00:00:00Z
2019-02-R,2019-02,R,2019-03-31T00:00:00Z
2019-03-R,2019-03,R,2019-04-14T00:00:00Z
2019-04-R,2019-04,R,2019-04-28T00:00:00Z
2019-05-R,2019-05,R,2019-05-12T00:00:00Z
2019-06-R,2019-06,R,2019-05-26T00:00:00Z
2019-07-R,2019-07,R,2019-06-09T00:00:00Z
2019-08-R,2019-08,R,2019-06-23T00:00:00Z
2019-09-R,2019-09,R,2019-06-30T00:00:00Z
2019-10-R,2019-10,R,2019-07-14T00:00:00Z
2019-11-R,2019-11,R,2019-07-28T00:00:00Z
2019-12-R,2019-12,R,2019-08-04T00:00:00Z
2019-13-R,2019-13,R,2019-09-01T00:00:00Z
2019-14-R,2019-14,R,2019-09-08T00:00:00Z
2019-15-R,2019-15,R,2019-09-22T00:00:00Z
2019-16-R,2019-16,R,2019-09-29T00:00:00Z
2019-17-R,2019-17,R,2019-10-13T00:00:00Z
2019-18-R,2019-18,R,2019-10-27T00:00:00Z
2019-19-R,2019-19,R,2019-11-03T00:00:00Z
2019-20-R,2019-20,R,2019-11-17T00:00:00Z
2019-21-R,2019-21,R,2019-12-01T00:00:00Z
2020-01-R,2020-01,R,2020-07-05T00:00:00Z
2020-02-R,2020-02,R,2020-07-12T00:00:00Z
2020-03-R,2020-03,R,2020-07-19T00:00:00Z
2020-04-R,2020-04,R,2020-08-02T00:00:00Z
2020-05-R,2020-05,R,2020-08-09T00:00:00Z
2020-06-R,2020-06,R,2020-08-16T00:00:00Z
2020-07-R,2020-07,R,2020-08-30T00:00:00Z
2020-08-R,2020-08,R,2020-09-06T00:00:00Z
2020-09-R,2020-09,R,2020-09-13T00:00:00Z
2020-10-R,2020-10,R,2020-09-27T00:00:00Z
2020-11-R,2020-11,R,2020-10-11T00:00:00Z
2020-12-R,2020-12,R,2020-10-25T00:00:00Z
2020-13-R,2020-13,R,2020-11-01T00:00:00Z
2020-14-R,2020-14,R,2020-11-15T00:00:00Z
2020-15-R,2020-15,R,2020-11-29T00:00:00Z
2020-16-R,2020-16,R,2020-12-06T00:00:00Z
2020-17-R,2020-17,R,2020-12-13T00:00:00Z
2021-01-R,2021-01,R,2021-03-28T00:00:00Z
2021-02-R,2021-02,R,2021-04-18T00:00:00Z
2021-03-R,2021-03,R,2021-05-02T00:00:00Z
2021-04-R,2021-04,R,2021-05-09T00:00:00Z
2021-05-R,2021-05,R,2021-05-23T00:00:00Z
2021-06-R,2021-06,R,2021-06-06T00:00:00Z
2021-07-R,2021-07,R,2021-06-20T00:00:00Z
2021-08-R,2021-08,R,2021-06-27T00:00:00Z
2021-09-R,2021-09,R,2021-07-04T00:00:00Z
2021-10-R,2021-10,R,2021-07-18T00:00:00Z
2021-11-R,2021-11,R,2021-08-01T00:00:00Z
2021-12-R,2021-12,R,2021-08-29T00:00:00Z
2021-13-R,2021-13,R,2021-09-05T00:00:00Z
2021-14-R,2021-14,R,2021-09-12T00:00:00Z
2021-15-R,2021-15,R,2021-09-26T00:00:00Z
2021-16-R,2021-16,R,2021-10-03T00:00:00Z
2021-17-R,2021-17,R,2021-10-24T00:00:00Z
2021-18-R,2021-18,R,2021-11-07T00:00:00Z
2021-19-R,2021-19,R,2021-11-14T00:00:00Z
2021-20-R,2021-20,R,2021-11-21T00:00:00Z
2021-21-R,2021-21,R,2021-12-05T00:00:00Z
2021-22-R,2021-22,R,2021-12-12T00:00:00Z
2022-01-R,2022-01,R,2022-03-20T00:00:00Z
2022-02-R,2022-02,R,2022-03-27T00:00:00Z
2022-03-R,2022-03,R,2022-04-10T00:00:00Z
2022-04-R,2022-04,R,2022-04-24T00:00:00Z
2022-05-R,2022-05,R,2022-05-08T00:00:00Z
2022-06-R,2022-06,R,2022-05-22T00:00:00Z
2022-07-R,2022-07,R,2022-05-29T00:00:00Z
2022-08-R,2022-08,R,2022-06-12T00:00:00Z
2022-09-R,2022-09,R,2022-06-19T00:00:00Z
2022-10-R,2022-10,R,2022-07-03T00:00:00Z
2022-11-R,2022-11,R,2022-07-10T00:00:00Z
2022-12-R,2022-12,R,2022-07-24T00:00:00Z
2022-13-R,2022-13,R,2022-07-31T00:00:00Z
2022-14-R,2022-14,R,2022-08-28T00:00:00Z
2022-15-R,2022-15,R,2022-09-04T00:00:00Z
2022-16-R,2022-16,R,2022-09-11T00:00:00Z
2022-17-R,2022-17,R,2022-10-02T00:00:00Z
2022-18-R,2022-18,R,2022-10-09T00:00:00Z
2022-19-R,2022-19,R,2022-10-23T00:00:00Z
2022-20-R,2022-20,R,2022-10-30T00:00:00Z
2022-21-R,2022-21,R,2022-11-13T00:00:00Z
